Region,Week,Ratio
Oklahoma,2021-08-07,23.51
Oklahoma,2021-08-14,25.18
Oklahoma,2021-08-21,27.91
Oklahoma,2021-08-28,27.50
Oklahoma,2021-09-04,27.66
Oklahoma,2021-09-11,27.96
Oklahoma,2021-09-18,26.70
Oklahoma,2021-09-25,26.34
Oklahoma,2021-10-02,24.57
Oklahoma,2021-10-09,21.54
Oklahoma,2021-10-16,20.48
Oklahoma,2021-10-23,18.56
Oklahoma,2021-10-30,14.52
Maine,2020-01-04,23.49
Maine,2020-01-11,23.34
Maine,2020-01-18,21.65
Maine,2020-01-25,22.61
Maine,2020-02-01,21.14
Maine,2020-02-08,23.20
Maine,2020-02-15,24.15
Maine,2020-02-22,21.95
Maine,2020-02-29,21.43
Maine,2020-03-07,22.97
Maine,2020-03-14,22.09
Maine,2020-03-21,20.33
Maine,2020-03-28,20.48
Maine,2020-04-04,22.02
Maine,2020-04-11,22.31
Maine,2020-04-18,22.75
Maine,2020-04-25,20.92
Maine,2020-05-02,20.33
Maine,2020-05-09,21.51
Maine,2020-05-16,18.79
Maine,2020-05-23,19.60
Maine,2020-05-30,22.17
Maine,2020-06-06,18.72
Maine,2020-06-13,18.64
Maine,2020-06-20,20.19
Maine,2020-06-27,21.95
Maine,2020-07-04,20.55
Maine,2020-07-11,21.21
Maine,2020-07-18,21.58
Maine,2020-07-25,20.70
Maine,2020-08-01,20.77
Maine,2020-08-08,20.26
Maine,2020-08-15,20.55
Maine,2020-08-22,22.90
Maine,2020-08-29,20.92
Maine,2020-09-05,21.21
Maine,2020-09-12,23.42
Maine,2020-09-19,21.95
Maine,2020-09-26,22.68
Maine,2020-10-03,21.21
Maine,2020-10-10,22.17
Maine,2020-10-17,20.19
Maine,2020-10-24,20.19
Maine,2020-10-31,20.19
Maine,2020-11-07,24.52
Maine,2020-11-14,23.71
Maine,2020-11-21,22.53
Maine,2020-11-28,25.62
Maine,2020-12-05,25.10
Maine,2020-12-12,25.91
Maine,2020-12-19,23.78
Maine,2020-12-26,25.47
Maine,2021-01-02,25.69
Maine,2021-01-09,25.25
Maine,2021-01-16,26.57
Maine,2021-01-23,24.59
Maine,2021-01-30,26.13
Maine,2021-02-06,22.17
Maine,2021-02-13,24.00
Maine,2021-02-20,21.21
Maine,2021-02-27,20.55
Maine,2021-03-06,24.00
Maine,2021-03-13,20.85
Maine,2021-03-20,18.06
Maine,2021-03-27,19.52
Maine,2021-04-03,22.68
Maine,2021-04-10,21.07
Maine,2021-04-17,22.53
Maine,2021-04-24,21.29
Maine,2021-05-01,22.24
Maine,2021-05-08,21.87
Maine,2021-05-15,21.51
Maine,2021-05-22,24.66
Maine,2021-05-29,22.90
Maine,2021-06-05,21.58
Maine,2021-06-12,23.78
Maine,2021-06-19,21.58
Maine,2021-06-26,23.12
Maine,2021-07-03,23.05
Maine,2021-07-10,23.34
Maine,2021-07-17,22.39
Maine,2021-07-24,20.92
Maine,2021-07-31,20.92
Maine,2021-08-07,20.26
Maine,2021-08-14,23.34
Maine,2021-08-21,22.46
Maine,2021-08-28,22.24
Maine,2021-09-04,23.42
Maine,2021-09-11,24.59
Maine,2021-09-18,24.30
Maine,2021-09-25,25.25
Maine,2021-10-02,25.47
Maine,2021-10-09,26.72
Maine,2021-10-16,27.89
Maine,2021-10-23,25.10
Maine,2021-10-30,25.32
Maine,2021-11-06,22.61
Alabama,2020-01-04,21.54
Alabama,2020-01-11,22.43
Alabama,2020-01-18,20.68
Alabama,2020-01-25,21.02
Alabama,2020-02-01,20.42
Alabama,2020-02-08,22.29
Alabama,2020-02-15,21.79
Alabama,2020-02-22,21.85
Alabama,2020-02-29,23.17
Alabama,2020-03-07,21.04
Alabama,2020-03-14,21.71
Alabama,2020-03-21,21.08
Alabama,2020-03-28,21.36
Alabama,2020-04-04,23.01
Alabama,2020-04-11,22.59
Alabama,2020-04-18,22.87
Alabama,2020-04-25,22.67
Alabama,2020-05-02,22.83
Alabama,2020-05-09,23.31
Alabama,2020-05-16,22.85
Alabama,2020-05-23,22.95
Alabama,2020-05-30,22.07
Alabama,2020-06-06,23.35
Alabama,2020-06-13,22.65
Alabama,2020-06-20,21.69
Alabama,2020-06-27,22.91
Alabama,2020-07-04,23.90
Alabama,2020-07-11,25.18
Alabama,2020-07-18,25.66
Alabama,2020-07-25,26.53
Alabama,2020-08-01,27.15
Alabama,2020-08-08,27.45
Alabama,2020-08-15,25.97
Alabama,2020-08-22,25.93
Alabama,2020-08-29,24.20
Alabama,2020-09-05,24.20
Alabama,2020-09-12,24.52
Alabama,2020-09-19,23.88
Alabama,2020-09-26,23.55
Alabama,2020-10-03,21.95
Alabama,2020-10-10,23.96
Alabama,2020-10-17,23.68
Alabama,2020-10-24,22.73
Alabama,2020-10-31,23.27
Alabama,2020-11-07,25.42
Alabama,2020-11-14,25.26
Alabama,2020-11-21,25.38
Alabama,2020-11-28,26.39
Alabama,2020-12-05,26.97
Alabama,2020-12-12,31.81
Alabama,2020-12-19,31.53
Alabama,2020-12-26,32.36
Alabama,2021-01-02,35.89
Alabama,2021-01-09,35.97
Alabama,2021-01-16,36.42
Alabama,2021-01-23,35.57
Alabama,2021-01-30,32.58
Alabama,2021-02-06,29.99
Alabama,2021-02-13,28.46
Alabama,2021-02-20,26.49
Alabama,2021-02-27,26.11
Alabama,2021-03-06,23.03
Alabama,2021-03-13,23.67
Alabama,2021-03-20,21.04
Alabama,2021-03-27,23.67
Alabama,2021-04-03,21.97
Alabama,2021-04-10,23.96
Alabama,2021-04-17,23.19
Alabama,2021-04-24,21.95
Alabama,2021-05-01,23.70
Alabama,2021-05-08,22.89
Alabama,2021-05-15,21.75
Alabama,2021-05-22,21.75
Alabama,2021-05-29,21.34
Alabama,2021-06-05,21.48
Alabama,2021-06-12,21.93
Alabama,2021-06-19,22.33
Alabama,2021-06-26,21.36
Alabama,2021-07-03,21.02
Alabama,2021-07-10,22.49
Alabama,2021-07-17,20.82
Alabama,2021-07-24,21.87
Alabama,2021-07-31,23.07
Alabama,2021-08-07,26.13
Alabama,2021-08-14,28.36
Alabama,2021-08-21,31.11
Alabama,2021-08-28,31.53
Alabama,2021-09-04,31.33
Alabama,2021-09-11,34.01
Alabama,2021-09-18,30.85
Alabama,2021-09-25,27.98
Alabama,2021-10-02,28.80
Alabama,2021-10-09,25.62
Alabama,2021-10-16,23.07
Alabama,2021-10-23,20.02
Alabama,2021-10-30,15.31
Arkansas,2020-01-04,22.31
Arkansas,2020-01-11,22.78
Arkansas,2020-01-18,21.85
Arkansas,2020-01-25,20.45
Arkansas,2020-02-01,22.61
Arkansas,2020-02-08,22.35
Arkansas,2020-02-15,22.85
Arkansas,2020-02-22,23.14
Arkansas,2020-02-29,21.78
Arkansas,2020-03-07,23.14
Arkansas,2020-03-14,20.85
Arkansas,2020-03-21,21.25
Arkansas,2020-03-28,21.28
Arkansas,2020-04-04,20.12
Arkansas,2020-04-11,21.12
Arkansas,2020-04-18,21.09
Arkansas,2020-04-25,20.42
Arkansas,2020-05-02,20.92
Arkansas,2020-05-09,21.95
Arkansas,2020-05-16,19.36
Arkansas,2020-05-23,21.32
Arkansas,2020-05-30,20.26
Arkansas,2020-06-06,21.55
Arkansas,2020-06-13,21.65
Arkansas,2020-06-20,23.51
Arkansas,2020-06-27,22.02
Arkansas,2020-07-04,22.81
Arkansas,2020-07-11,21.95
Arkansas,2020-07-18,23.08
Arkansas,2020-07-25,23.71
Arkansas,2020-08-01,24.90
Arkansas,2020-08-08,24.44
Arkansas,2020-08-15,25.44
Arkansas,2020-08-22,24.90
Arkansas,2020-08-29,24.54
Arkansas,2020-09-05,23.68
Arkansas,2020-09-12,23.97
Arkansas,2020-09-19,24.44
Arkansas,2020-09-26,24.77
Arkansas,2020-10-03,26.03
Arkansas,2020-10-10,26.07
Arkansas,2020-10-17,25.83
Arkansas,2020-10-24,26.37
Arkansas,2020-10-31,26.23
Arkansas,2020-11-07,28.06
Arkansas,2020-11-14,29.65
Arkansas,2020-11-21,29.09
Arkansas,2020-11-28,27.66
Arkansas,2020-12-05,31.35
Arkansas,2020-12-12,30.28
Arkansas,2020-12-19,31.08
Arkansas,2020-12-26,30.62
Arkansas,2021-01-02,32.14
Arkansas,2021-01-09,31.98
Arkansas,2021-01-16,31.94
Arkansas,2021-01-23,32.64
Arkansas,2021-01-30,28.99
Arkansas,2021-02-06,28.66
Arkansas,2021-02-13,26.63
Arkansas,2021-02-20,25.67
Arkansas,2021-02-27,26.17
Arkansas,2021-03-06,24.67
Arkansas,2021-03-13,23.84
Arkansas,2021-03-20,21.35
Arkansas,2021-03-27,23.24
Arkansas,2021-04-03,19.92
Arkansas,2021-04-10,22.88
Arkansas,2021-04-17,20.19
Arkansas,2021-04-24,21.92
Arkansas,2021-05-01,21.48
Arkansas,2021-05-08,23.04
Arkansas,2021-05-15,22.81
Arkansas,2021-05-22,22.48
Arkansas,2021-05-29,21.55
Arkansas,2021-06-05,22.21
Arkansas,2021-06-12,21.85
Arkansas,2021-06-19,22.98
Arkansas,2021-06-26,21.85
Arkansas,2021-07-03,22.81
Arkansas,2021-07-10,22.61
Arkansas,2021-07-17,23.84
Arkansas,2021-07-24,24.21
Arkansas,2021-07-31,27.76
Arkansas,2021-08-07,29.72
Arkansas,2021-08-14,29.72
Arkansas,2021-08-21,28.26
Arkansas,2021-08-28,29.65
Arkansas,2021-09-04,28.42
Arkansas,2021-09-11,27.73
Arkansas,2021-09-18,28.89
Arkansas,2021-09-25,26.20
Arkansas,2021-10-02,26.93
Arkansas,2021-10-09,26.63
Arkansas,2021-10-16,23.94
Arkansas,2021-10-23,22.41
Arkansas,2021-10-30,19.46
Arkansas,2021-11-06,14.18
Washington,2020-01-04,15.35
Washington,2020-01-11,16.16
Washington,2020-01-18,15.85
Washington,2020-01-25,15.47
Washington,2020-02-01,15.57
Washington,2020-02-08,15.31
Washington,2020-02-15,15.30
Washington,2020-02-22,14.47
Washington,2020-02-29,14.73
Washington,2020-03-07,15.68
Washington,2020-03-14,15.11
Washington,2020-03-21,15.89
Washington,2020-03-28,16.79
Washington,2020-04-04,16.94
Washington,2020-04-11,16.92
Washington,2020-04-18,16.24
Washington,2020-04-25,15.98
Washington,2020-05-02,15.00
Washington,2020-05-09,15.72
Washington,2020-05-16,14.77
Washington,2020-05-23,14.46
Washington,2020-05-30,13.73
Washington,2020-06-06,13.69
Washington,2020-06-13,14.29
Washington,2020-06-20,14.70
Washington,2020-06-27,14.07
Washington,2020-07-04,14.61
Washington,2020-07-11,15.08
Washington,2020-07-18,15.31
Washington,2020-07-25,15.31
Washington,2020-08-01,15.95
Washington,2020-08-08,16.01
Washington,2020-08-15,15.24
Washington,2020-08-22,15.56
Washington,2020-08-29,14.51
Washington,2020-09-05,16.09
Washington,2020-09-12,14.87
Washington,2020-09-19,15.29
Washington,2020-09-26,15.15
Washington,2020-10-03,14.83
Washington,2020-10-10,15.08
Washington,2020-10-17,14.91
Washington,2020-10-24,15.51
Washington,2020-10-31,15.50
Washington,2020-11-07,16.53
Washington,2020-11-14,17.04
Washington,2020-11-21,17.20
Washington,2020-11-28,16.17
Washington,2020-12-05,17.57
Washington,2020-12-12,18.33
Washington,2020-12-19,17.92
Washington,2020-12-26,18.07
Washington,2021-01-02,17.49
Washington,2021-01-09,18.52
Washington,2021-01-16,18.08
Washington,2021-01-23,16.92
Washington,2021-01-30,17.27
Washington,2021-02-06,17.46
Washington,2021-02-13,16.04
Washington,2021-02-20,16.27
Washington,2021-02-27,16.00
Washington,2021-03-06,16.12
Washington,2021-03-13,15.48
Washington,2021-03-20,15.13
Washington,2021-03-27,15.70
Washington,2021-04-03,15.31
Washington,2021-04-10,15.73
Washington,2021-04-17,15.53
Washington,2021-04-24,15.69
Washington,2021-05-01,15.90
Washington,2021-05-08,15.69
Washington,2021-05-15,15.35
Washington,2021-05-22,14.89
Washington,2021-05-29,15.51
Washington,2021-06-05,16.11
Washington,2021-06-12,16.29
Washington,2021-06-19,15.00
Washington,2021-06-26,16.48
Washington,2021-07-03,20.54
Washington,2021-07-10,16.70
Washington,2021-07-17,15.86
Washington,2021-07-24,16.07
Washington,2021-07-31,15.81
Washington,2021-08-07,16.47
Washington,2021-08-14,17.01
Washington,2021-08-21,17.05
Washington,2021-08-28,18.16
Washington,2021-09-04,19.92
Washington,2021-09-11,19.13
Washington,2021-09-18,19.23
Washington,2021-09-25,19.25
Washington,2021-10-02,19.05
Washington,2021-10-09,18.10
Washington,2021-10-16,17.87
Washington,2021-10-23,16.55
Washington,2021-10-30,13.48
Washington,2021-11-06,8.09
South Carolina,2020-01-04,21.18
South Carolina,2020-01-11,21.12
South Carolina,2020-01-18,20.48
South Carolina,2020-01-25,20.18
South Carolina,2020-02-01,20.16
South Carolina,2020-02-08,21.41
South Carolina,2020-02-15,19.60
South Carolina,2020-02-22,20.22
South Carolina,2020-02-29,20.40
South Carolina,2020-03-07,22.14
South Carolina,2020-03-14,21.55
South Carolina,2020-03-21,20.85
South Carolina,2020-03-28,20.30
South Carolina,2020-04-04,20.48
South Carolina,2020-04-11,22.23
South Carolina,2020-04-18,20.49
South Carolina,2020-04-25,19.99
South Carolina,2020-05-02,20.16
South Carolina,2020-05-09,20.71
South Carolina,2020-05-16,21.69
South Carolina,2020-05-23,20.44
South Carolina,2020-05-30,20.48
South Carolina,2020-06-06,20.26
South Carolina,2020-06-13,21.08
South Carolina,2020-06-20,20.55
South Carolina,2020-06-27,21.47
South Carolina,2020-07-04,23.39
South Carolina,2020-07-11,23.80
South Carolina,2020-07-18,26.06
South Carolina,2020-07-25,26.41
South Carolina,2020-08-01,25.95
South Carolina,2020-08-08,26.73
South Carolina,2020-08-15,25.77
South Carolina,2020-08-22,23.07
South Carolina,2020-08-29,24.23
South Carolina,2020-09-05,24.28
South Carolina,2020-09-12,23.17
South Carolina,2020-09-19,22.31
South Carolina,2020-09-26,22.49
South Carolina,2020-10-03,22.29
South Carolina,2020-10-10,22.14
South Carolina,2020-10-17,20.75
South Carolina,2020-10-24,22.41
South Carolina,2020-10-31,23.91
South Carolina,2020-11-07,23.15
South Carolina,2020-11-14,22.19
South Carolina,2020-11-21,23.29
South Carolina,2020-11-28,23.72
South Carolina,2020-12-05,25.14
South Carolina,2020-12-12,25.03
South Carolina,2020-12-19,26.71
South Carolina,2020-12-26,27.72
South Carolina,2021-01-02,29.50
South Carolina,2021-01-09,31.06
South Carolina,2021-01-16,32.04
South Carolina,2021-01-23,33.23
South Carolina,2021-01-30,30.91
South Carolina,2021-02-06,29.33
South Carolina,2021-02-13,26.75
South Carolina,2021-02-20,24.44
South Carolina,2021-02-27,24.19
South Carolina,2021-03-06,23.35
South Carolina,2021-03-13,22.78
South Carolina,2021-03-20,20.57
South Carolina,2021-03-27,21.53
South Carolina,2021-04-03,19.52
South Carolina,2021-04-10,22.06
South Carolina,2021-04-17,21.43
South Carolina,2021-04-24,20.83
South Carolina,2021-05-01,22.47
South Carolina,2021-05-08,20.92
South Carolina,2021-05-15,21.22
South Carolina,2021-05-22,20.01
South Carolina,2021-05-29,20.01
South Carolina,2021-06-05,20.16
South Carolina,2021-06-12,20.16
South Carolina,2021-06-19,21.06
South Carolina,2021-06-26,20.12
South Carolina,2021-07-03,20.06
South Carolina,2021-07-10,20.36
South Carolina,2021-07-17,20.01
South Carolina,2021-07-24,20.89
South Carolina,2021-07-31,21.63
South Carolina,2021-08-07,22.16
South Carolina,2021-08-14,24.79
South Carolina,2021-08-21,26.06
South Carolina,2021-08-28,25.87
South Carolina,2021-09-04,27.31
South Carolina,2021-09-11,24.70
South Carolina,2021-09-18,27.22
South Carolina,2021-09-25,24.23
South Carolina,2021-10-02,18.46
South Carolina,2021-10-09,25.71
South Carolina,2021-10-16,22.16
South Carolina,2021-10-23,18.19
South Carolina,2021-10-30,15.02
Nebraska,2020-01-04,17.64
Nebraska,2020-01-11,18.46
Nebraska,2020-01-18,16.98
Nebraska,2020-01-25,18.25
Nebraska,2020-02-01,19.02
Nebraska,2020-02-08,17.59
Nebraska,2020-02-15,16.67
Nebraska,2020-02-22,16.21
Nebraska,2020-02-29,17.38
Nebraska,2020-03-07,18.10
Nebraska,2020-03-14,17.49
Nebraska,2020-03-21,17.84
Nebraska,2020-03-28,16.87
Nebraska,2020-04-04,15.75
Nebraska,2020-04-11,17.49
Nebraska,2020-04-18,18.00
Nebraska,2020-04-25,18.00
Nebraska,2020-05-02,17.54
Nebraska,2020-05-09,17.23
Nebraska,2020-05-16,17.95
Nebraska,2020-05-23,17.69
Nebraska,2020-05-30,19.12
Nebraska,2020-06-06,16.21
Nebraska,2020-06-13,16.21
Nebraska,2020-06-20,18.91
Nebraska,2020-06-27,16.31
Nebraska,2020-07-04,15.70
Nebraska,2020-07-11,16.16
Nebraska,2020-07-18,16.57
Nebraska,2020-07-25,18.35
Nebraska,2020-08-01,18.25
Nebraska,2020-08-08,19.42
Nebraska,2020-08-15,18.05
Nebraska,2020-08-22,18.51
Nebraska,2020-08-29,16.47
Nebraska,2020-09-05,17.84
Nebraska,2020-09-12,17.28
Nebraska,2020-09-19,16.72
Nebraska,2020-09-26,19.27
Nebraska,2020-10-03,19.02
Nebraska,2020-10-10,20.70
Nebraska,2020-10-17,20.44
Nebraska,2020-10-24,21.62
Nebraska,2020-10-31,22.53
Nebraska,2020-11-07,25.39
Nebraska,2020-11-14,28.04
Nebraska,2020-11-21,29.26
Nebraska,2020-11-28,28.80
Nebraska,2020-12-05,26.20
Nebraska,2020-12-12,25.54
Nebraska,2020-12-19,23.45
Nebraska,2020-12-26,21.67
Nebraska,2021-01-02,22.13
Nebraska,2021-01-09,22.79
Nebraska,2021-01-16,19.88
Nebraska,2021-01-23,20.75
Nebraska,2021-01-30,19.27
Nebraska,2021-02-06,18.56
Nebraska,2021-02-13,17.38
Nebraska,2021-02-20,16.72
Nebraska,2021-02-27,16.21
Nebraska,2021-03-06,18.05
Nebraska,2021-03-13,16.21
Nebraska,2021-03-20,16.67
Nebraska,2021-03-27,16.98
Nebraska,2021-04-03,16.77
Nebraska,2021-04-10,16.47
Nebraska,2021-04-17,18.46
Nebraska,2021-04-24,16.72
Nebraska,2021-05-01,18.76
Nebraska,2021-05-08,17.38
Nebraska,2021-05-15,18.81
Nebraska,2021-05-22,16.31
Nebraska,2021-05-29,16.57
Nebraska,2021-06-05,15.80
Nebraska,2021-06-12,16.06
Nebraska,2021-06-19,16.57
Nebraska,2021-06-26,16.06
Nebraska,2021-07-03,15.65
Nebraska,2021-07-10,15.24
Nebraska,2021-07-17,16.16
Nebraska,2021-07-24,17.03
Nebraska,2021-07-31,18.20
Nebraska,2021-08-07,18.71
Nebraska,2021-08-14,18.00
Nebraska,2021-08-21,18.10
Nebraska,2021-08-28,18.10
Nebraska,2021-09-04,17.08
Nebraska,2021-09-11,19.42
Nebraska,2021-09-18,18.15
Nebraska,2021-09-25,19.32
Nebraska,2021-10-02,19.32
Nebraska,2021-10-09,18.81
Nebraska,2021-10-16,18.10
Nebraska,2021-10-23,16.36
Nebraska,2021-10-30,12.44
West Virginia,2020-01-04,26.43
West Virginia,2020-01-11,27.54
West Virginia,2020-01-18,28.99
West Virginia,2020-01-25,24.64
West Virginia,2020-02-01,26.87
West Virginia,2020-02-08,26.87
West Virginia,2020-02-15,26.65
West Virginia,2020-02-22,25.98
West Virginia,2020-02-29,25.65
West Virginia,2020-03-07,26.93
West Virginia,2020-03-14,26.48
West Virginia,2020-03-21,26.20
West Virginia,2020-03-28,27.32
West Virginia,2020-04-04,26.04
West Virginia,2020-04-11,29.16
West Virginia,2020-04-18,23.36
West Virginia,2020-04-25,25.65
West Virginia,2020-05-02,26.87
West Virginia,2020-05-09,25.03
West Virginia,2020-05-16,26.59
West Virginia,2020-05-23,24.53
West Virginia,2020-05-30,22.97
West Virginia,2020-06-06,22.80
West Virginia,2020-06-13,25.53
West Virginia,2020-06-20,23.36
West Virginia,2020-06-27,25.87
West Virginia,2020-07-04,23.69
West Virginia,2020-07-11,24.25
West Virginia,2020-07-18,23.75
West Virginia,2020-07-25,27.93
West Virginia,2020-08-01,26.43
West Virginia,2020-08-08,27.54
West Virginia,2020-08-15,25.76
West Virginia,2020-08-22,27.71
West Virginia,2020-08-29,24.64
West Virginia,2020-09-05,25.53
West Virginia,2020-09-12,26.09
West Virginia,2020-09-19,26.98
West Virginia,2020-09-26,27.60
West Virginia,2020-10-03,23.64
West Virginia,2020-10-10,27.88
West Virginia,2020-10-17,25.37
West Virginia,2020-10-24,26.26
West Virginia,2020-10-31,27.04
West Virginia,2020-11-07,29.55
West Virginia,2020-11-14,30.89
West Virginia,2020-11-21,29.16
West Virginia,2020-11-28,31.67
West Virginia,2020-12-05,35.46
West Virginia,2020-12-12,35.96
West Virginia,2020-12-19,38.69
West Virginia,2020-12-26,37.13
West Virginia,2021-01-02,40.59
West Virginia,2021-01-09,40.08
West Virginia,2021-01-16,38.02
West Virginia,2021-01-23,33.90
West Virginia,2021-01-30,34.73
West Virginia,2021-02-06,32.67
West Virginia,2021-02-13,32.00
West Virginia,2021-02-20,28.60
West Virginia,2021-02-27,27.37
West Virginia,2021-03-06,28.04
West Virginia,2021-03-13,27.09
West Virginia,2021-03-20,28.04
West Virginia,2021-03-27,28.43
West Virginia,2021-04-03,26.70
West Virginia,2021-04-10,27.04
West Virginia,2021-04-17,28.15
West Virginia,2021-04-24,26.15
West Virginia,2021-05-01,28.88
West Virginia,2021-05-08,27.15
West Virginia,2021-05-15,26.82
West Virginia,2021-05-22,25.70
West Virginia,2021-05-29,25.42
West Virginia,2021-06-05,26.98
West Virginia,2021-06-12,25.76
West Virginia,2021-06-19,26.59
West Virginia,2021-06-26,24.20
West Virginia,2021-07-03,25.25
West Virginia,2021-07-10,25.53
West Virginia,2021-07-17,21.74
West Virginia,2021-07-24,22.24
West Virginia,2021-07-31,23.97
West Virginia,2021-08-07,26.15
West Virginia,2021-08-14,23.97
West Virginia,2021-08-21,20.68
West Virginia,2021-08-28,17.51
West Virginia,2021-09-04,14.33
Massachusetts,2020-01-04,17.67
Massachusetts,2020-01-11,18.01
Massachusetts,2020-01-18,16.91
Massachusetts,2020-01-25,18.51
Massachusetts,2020-02-01,17.13
Massachusetts,2020-02-08,17.51
Massachusetts,2020-02-15,17.80
Massachusetts,2020-02-22,16.56
Massachusetts,2020-02-29,18.15
Massachusetts,2020-03-07,17.30
Massachusetts,2020-03-14,18.61
Massachusetts,2020-03-21,16.63
Massachusetts,2020-03-28,18.28
Massachusetts,2020-04-04,22.02
Massachusetts,2020-04-11,28.96
Massachusetts,2020-04-18,35.45
Massachusetts,2020-04-25,36.03
Massachusetts,2020-05-02,32.86
Massachusetts,2020-05-09,29.42
Massachusetts,2020-05-16,26.80
Massachusetts,2020-05-23,22.43
Massachusetts,2020-05-30,19.33
Massachusetts,2020-06-06,17.58
Massachusetts,2020-06-13,16.22
Massachusetts,2020-06-20,16.03
Massachusetts,2020-06-27,15.42
Massachusetts,2020-07-04,14.89
Massachusetts,2020-07-11,14.87
Massachusetts,2020-07-18,15.05
Massachusetts,2020-07-25,15.43
Massachusetts,2020-08-01,14.54
Massachusetts,2020-08-08,14.14
Massachusetts,2020-08-15,14.89
Massachusetts,2020-08-22,14.75
Massachusetts,2020-08-29,15.04
Massachusetts,2020-09-05,14.42
Massachusetts,2020-09-12,14.40
Massachusetts,2020-09-19,15.56
Massachusetts,2020-09-26,15.97
Massachusetts,2020-10-03,15.70
Massachusetts,2020-10-10,15.66
Massachusetts,2020-10-17,16.09
Massachusetts,2020-10-24,16.97
Massachusetts,2020-10-31,15.48
Massachusetts,2020-11-07,17.31
Massachusetts,2020-11-14,17.55
Massachusetts,2020-11-21,17.27
Massachusetts,2020-11-28,17.91
Massachusetts,2020-12-05,18.90
Massachusetts,2020-12-12,19.18
Massachusetts,2020-12-19,20.28
Massachusetts,2020-12-26,22.05
Massachusetts,2021-01-02,21.65
Massachusetts,2021-01-09,22.13
Massachusetts,2021-01-16,22.16
Massachusetts,2021-01-23,21.72
Massachusetts,2021-01-30,22.33
Massachusetts,2021-02-06,21.38
Massachusetts,2021-02-13,19.39
Massachusetts,2021-02-20,19.09
Massachusetts,2021-02-27,18.02
Massachusetts,2021-03-06,17.34
Massachusetts,2021-03-13,17.23
Massachusetts,2021-03-20,17.10
Massachusetts,2021-03-27,16.60
Massachusetts,2021-04-03,15.95
Massachusetts,2021-04-10,15.85
Massachusetts,2021-04-17,16.19
Massachusetts,2021-04-24,15.66
Massachusetts,2021-05-01,15.85
Massachusetts,2021-05-08,16.17
Massachusetts,2021-05-15,15.66
Massachusetts,2021-05-22,16.53
Massachusetts,2021-05-29,15.19
Massachusetts,2021-06-05,15.33
Massachusetts,2021-06-12,15.38
Massachusetts,2021-06-19,14.48
Massachusetts,2021-06-26,15.11
Massachusetts,2021-07-03,15.01
Massachusetts,2021-07-10,16.09
Massachusetts,2021-07-17,14.58
Massachusetts,2021-07-24,15.85
Massachusetts,2021-07-31,15.88
Massachusetts,2021-08-07,16.15
Massachusetts,2021-08-14,15.59
Massachusetts,2021-08-21,15.90
Massachusetts,2021-08-28,15.99
Massachusetts,2021-09-04,16.32
Massachusetts,2021-09-11,16.96
Massachusetts,2021-09-18,16.44
Massachusetts,2021-09-25,16.44
Massachusetts,2021-10-02,17.01
Massachusetts,2021-10-09,16.74
Massachusetts,2021-10-16,17.40
Massachusetts,2021-10-23,17.01
Massachusetts,2021-10-30,15.16
Massachusetts,2021-11-06,12.59
Colorado,2020-01-04,14.79
Colorado,2020-01-11,15.10
Colorado,2020-01-18,14.69
Colorado,2020-01-25,14.77
Colorado,2020-02-01,13.72
Colorado,2020-02-08,14.67
Colorado,2020-02-15,13.98
Colorado,2020-02-22,15.26
Colorado,2020-02-29,14.58
Colorado,2020-03-07,14.22
Colorado,2020-03-14,14.24
Colorado,2020-03-21,15.43
Colorado,2020-03-28,14.90
Colorado,2020-04-04,16.75
Colorado,2020-04-11,18.98
Colorado,2020-04-18,19.16
Colorado,2020-04-25,18.48
Colorado,2020-05-02,17.30
Colorado,2020-05-09,15.69
Colorado,2020-05-16,15.36
Colorado,2020-05-23,14.67
Colorado,2020-05-30,14.44
Colorado,2020-06-06,14.20
Colorado,2020-06-13,14.13
Colorado,2020-06-20,14.95
Colorado,2020-06-27,15.19
Colorado,2020-07-04,13.65
Colorado,2020-07-11,14.12
Colorado,2020-07-18,13.99
Colorado,2020-07-25,14.43
Colorado,2020-08-01,14.08
Colorado,2020-08-08,14.57
Colorado,2020-08-15,14.48
Colorado,2020-08-22,14.95
Colorado,2020-08-29,14.15
Colorado,2020-09-05,12.87
Colorado,2020-09-12,14.72
Colorado,2020-09-19,13.93
Colorado,2020-09-26,14.51
Colorado,2020-10-03,13.54
Colorado,2020-10-10,13.87
Colorado,2020-10-17,15.02
Colorado,2020-10-24,15.05
Colorado,2020-10-31,15.71
Colorado,2020-11-07,17.44
Colorado,2020-11-14,18.01
Colorado,2020-11-21,19.61
Colorado,2020-11-28,21.06
Colorado,2020-12-05,21.75
Colorado,2020-12-12,21.79
Colorado,2020-12-19,20.77
Colorado,2020-12-26,19.05
Colorado,2021-01-02,18.97
Colorado,2021-01-09,18.69
Colorado,2021-01-16,17.44
Colorado,2021-01-23,17.06
Colorado,2021-01-30,16.14
Colorado,2021-02-06,16.12
Colorado,2021-02-13,14.43
Colorado,2021-02-20,15.48
Colorado,2021-02-27,15.09
Colorado,2021-03-06,15.00
Colorado,2021-03-13,14.57
Colorado,2021-03-20,15.54
Colorado,2021-03-27,15.31
Colorado,2021-04-03,14.50
Colorado,2021-04-10,13.89
Colorado,2021-04-17,15.02
Colorado,2021-04-24,14.41
Colorado,2021-05-01,14.60
Colorado,2021-05-08,14.65
Colorado,2021-05-15,15.12
